0.050000	-0.049000
0.100000	-0.098000
0.150000	-0.146400
0.200000	-0.193599
0.250000	-0.239005
0.300000	-0.282039
0.350000	-0.322146
0.400000	-0.358797
0.450000	-0.391502
0.500000	-0.419812
0.550000	-0.443326
0.600000	-0.461698
0.650000	-0.474638
0.700000	-0.481923
0.750000	-0.483393
0.800000	-0.478960
0.850000	-0.468606
0.900000	-0.452384
0.950000	-0.430421
1.000000	-0.402917
1.050000	-0.370141
1.100000	-0.332428
1.150000	-0.290182
1.200000	-0.243863
1.250000	-0.193989
1.300000	-0.141128
1.350000	-0.085891
1.400000	-0.028925
1.450000	0.029094
1.500000	0.087466
1.550000	0.145483
1.600000	0.202427
1.650000	0.257590
1.700000	0.310273
1.750000	0.359800
1.800000	0.405527
1.850000	0.446846
1.900000	0.483197
1.950000	0.514074
2.000000	0.539033
2.050000	0.557694
2.100000	0.569751
2.150000	0.574977
2.200000	0.573224
2.250000	0.564427
2.300000	0.548608
2.350000	0.525875
2.400000	0.496421
2.450000	0.460525
2.500000	0.418549
2.550000	0.370930
2.600000	0.318185
2.650000	0.260896
2.700000	0.199709
2.750000	0.135326
2.800000	0.068496
2.850000	0.000009
2.900000	-0.069317
2.950000	-0.138644
3.000000	-0.207121
3.050000	-0.273900
3.100000	-0.338141
3.150000	-0.399028
3.200000	-0.455772
3.250000	-0.507628
3.300000	-0.553901
3.350000	-0.593955
3.400000	-0.627224
3.450000	-0.653218
3.500000	-0.671527
3.550000	-0.681835
3.600000	-0.683917
3.650000	-0.677646
3.700000	-0.662997
3.750000	-0.640047
3.800000	-0.608975
3.850000	-0.570062
3.900000	-0.523690
3.950000	-0.470335
4.000000	-0.410564
4.050000	-0.345031
4.100000	-0.274470
4.150000	-0.199681
4.200000	-0.121531
4.250000	-0.040934
4.300000	0.041152
4.350000	0.123739
4.400000	0.205821
4.450000	0.286388
4.500000	0.364434
4.550000	0.438972
4.600000	0.509045
4.650000	0.573741
4.700000	0.632201
4.750000	0.683632
4.800000	0.727319
4.850000	0.762632
4.900000	0.789035
4.950000	0.806096
5.000000	0.813491
5.050000	0.811011
5.100000	0.798566
5.150000	0.776187
5.200000	0.744025
5.250000	0.702354
5.300000	0.651569
5.350000	0.592181
5.400000	0.524810
5.450000	0.450186
5.500000	0.369132
5.550000	0.282564
5.600000	0.191474
5.650000	0.096923
5.700000	0.000025
5.750000	-0.098059
5.800000	-0.196144
5.850000	-0.293027
5.900000	-0.387508
5.950000	-0.478399
6.000000	-0.564543
6.050000	-0.644827
6.100000	-0.718195
6.150000	-0.783664
6.200000	-0.840335
6.250000	-0.887406
6.300000	-0.924183
6.350000	-0.950090
6.400000	-0.964675
6.450000	-0.967621
6.500000	-0.958751
6.550000	-0.938027
6.600000	-0.905558
6.650000	-0.861598
6.700000	-0.806546
6.750000	-0.740938
6.800000	-0.665451
6.850000	-0.580887
6.900000	-0.488171
6.950000	-0.388340
7.000000	-0.282528
7.050000	-0.171959
7.100000	-0.057929
7.150000	0.058207
7.200000	0.175053
7.250000	0.291186
7.300000	0.405174
7.350000	0.515596
7.400000	0.621054
7.450000	0.720196
7.500000	0.811730
7.550000	0.894442
7.600000	0.967210
7.650000	1.029021
7.700000	1.078984
7.750000	1.116341
7.800000	1.140481
7.850000	1.150945
7.900000	1.147439
7.950000	1.129834
8.000000	1.098172
8.050000	1.052670
8.100000	0.993716
8.150000	0.921866
8.200000	0.837843
8.250000	0.742527
8.300000	0.636948
8.350000	0.522273
8.400000	0.399795
8.450000	0.270919
8.500000	0.137146
8.550000	0.000054
8.600000	-0.138718
8.650000	-0.277491
8.700000	-0.414564
8.750000	-0.548238
8.800000	-0.676834
8.850000	-0.798713
8.900000	-0.912302
8.950000	-1.016106
9.000000	-1.108735
9.050000	-1.188916
9.100000	-1.255515
9.150000	-1.307550
9.200000	-1.344205
9.250000	-1.364843
9.300000	-1.369014
9.350000	-1.356466
9.400000	-1.327147
9.450000	-1.281212
9.500000	-1.219019
9.550000	-1.141131
9.600000	-1.048310
9.650000	-0.941510
9.700000	-0.821869
9.750000	-0.690694
9.800000	-0.549451
9.850000	-0.399747
9.900000	-0.243312
9.950000	-0.081981
10.000000	0.082331
10.050000	0.247648
10.100000	0.411955
10.150000	0.573229
10.200000	0.729457
10.250000	0.878663
10.300000	1.018933
10.350000	1.148439
10.400000	1.265463
10.450000	1.368419
10.500000	1.455873
10.550000	1.526564
10.600000	1.579420
10.650000	1.613576
10.700000	1.628384
10.750000	1.623426
10.800000	1.598520
10.850000	1.553727
10.900000	1.489352
10.950000	1.405944
11.000000	1.304292
11.050000	1.185416
11.100000	1.050563
11.150000	0.901189
11.200000	0.738946
11.250000	0.565662
11.300000	0.383327
11.350000	0.194062
11.400000	0.000102
11.450000	-0.196236
11.500000	-0.392575
11.550000	-0.586510
11.600000	-0.775636
11.650000	-0.957577
11.700000	-1.130017
11.750000	-1.290726
11.800000	-1.437593
11.850000	-1.568648
11.900000	-1.682093
11.950000	-1.776322
12.000000	-1.849945
12.050000	-1.901808
12.100000	-1.931010
12.150000	-1.936914
12.200000	-1.919163
12.250000	-1.877686
12.300000	-1.812698
12.350000	-1.724709
12.400000	-1.614514
12.450000	-1.483192
12.500000	-1.332092
