0.050000	0.200000
0.100000	0.197550
0.150000	0.192650
0.200000	0.185330
0.250000	0.175650
0.300000	0.163700
0.350000	0.149598
0.400000	0.133491
0.450000	0.115551
0.500000	0.095976
0.550000	0.074985
0.600000	0.052819
0.650000	0.029734
0.700000	0.006002
0.750000	-0.018094
0.800000	-0.042264
0.850000	-0.066212
0.900000	-0.089642
0.950000	-0.112261
1.000000	-0.133782
1.050000	-0.153928
1.100000	-0.172435
1.150000	-0.189057
1.200000	-0.203566
1.250000	-0.215759
1.300000	-0.225458
1.350000	-0.232515
1.400000	-0.236809
1.450000	-0.238256
1.500000	-0.236801
1.550000	-0.232428
1.600000	-0.225153
1.650000	-0.215032
1.700000	-0.202153
1.750000	-0.186639
1.800000	-0.168649
1.850000	-0.148373
1.900000	-0.126030
1.950000	-0.101871
2.000000	-0.076167
2.050000	-0.049215
2.100000	-0.021330
2.150000	0.007157
2.200000	0.035906
2.250000	0.064567
2.300000	0.092788
2.350000	0.120219
2.400000	0.146513
2.450000	0.171334
2.500000	0.194360
2.550000	0.215287
2.600000	0.233834
2.650000	0.249743
2.700000	0.262788
2.750000	0.272773
2.800000	0.279540
2.850000	0.282964
2.900000	0.282965
2.950000	0.279499
3.000000	0.272567
3.050000	0.262211
3.100000	0.248516
3.150000	0.231609
3.200000	0.211657
3.250000	0.188869
3.300000	0.163487
3.350000	0.135792
3.400000	0.106095
3.450000	0.074733
3.500000	0.042072
3.550000	0.008496
3.600000	-0.025596
3.650000	-0.059791
3.700000	-0.093674
3.750000	-0.126824
3.800000	-0.158826
3.850000	-0.189275
3.900000	-0.217778
3.950000	-0.243962
4.000000	-0.267479
4.050000	-0.288007
4.100000	-0.305259
4.150000	-0.318982
4.200000	-0.328966
4.250000	-0.335043
4.300000	-0.337090
4.350000	-0.335032
4.400000	-0.328845
4.450000	-0.318554
4.500000	-0.304235
4.550000	-0.286013
4.600000	-0.264064
4.650000	-0.238612
4.700000	-0.209925
4.750000	-0.178315
4.800000	-0.144133
4.850000	-0.107767
4.900000	-0.069636
4.950000	-0.030184
5.000000	0.010121
5.050000	0.050795
5.100000	0.091346
5.150000	0.131274
5.200000	0.170083
5.250000	0.207285
5.300000	0.242402
5.350000	0.274981
5.400000	0.304590
5.450000	0.330830
5.500000	0.353340
5.550000	0.371796
5.600000	0.385925
5.650000	0.395498
5.700000	0.400344
5.750000	0.400346
5.800000	0.395443
5.850000	0.385636
5.900000	0.370984
5.950000	0.351609
6.000000	0.327689
6.050000	0.299462
6.100000	0.267220
6.150000	0.231311
6.200000	0.192127
6.250000	0.150111
6.300000	0.105740
6.350000	0.059531
6.400000	0.012027
6.450000	-0.036207
6.500000	-0.084588
6.550000	-0.132526
6.600000	-0.179427
6.650000	-0.224705
6.700000	-0.267785
6.750000	-0.308112
6.800000	-0.345159
6.850000	-0.378432
6.900000	-0.407476
6.950000	-0.431884
7.000000	-0.451301
7.050000	-0.465428
7.100000	-0.474026
7.150000	-0.476922
7.200000	-0.474012
7.250000	-0.465259
7.300000	-0.450700
7.350000	-0.430441
7.400000	-0.404661
7.450000	-0.373609
7.500000	-0.337599
7.550000	-0.297012
7.600000	-0.252290
7.650000	-0.203930
7.700000	-0.152479
7.750000	-0.098530
7.800000	-0.042712
7.850000	0.014312
7.900000	0.071859
7.950000	0.129231
8.000000	0.185722
8.050000	0.240631
8.100000	0.293265
8.150000	0.342950
8.200000	0.389044
8.250000	0.430936
8.300000	0.468062
8.350000	0.499910
8.400000	0.526023
8.450000	0.546013
8.500000	0.559559
8.550000	0.566416
8.600000	0.566419
8.650000	0.559483
8.700000	0.545608
8.750000	0.524880
8.800000	0.497468
8.850000	0.463627
8.900000	0.423691
8.950000	0.378076
9.000000	0.327271
9.050000	0.271834
9.100000	0.212388
9.150000	0.149612
9.200000	0.084235
9.250000	0.017025
9.300000	-0.051218
9.350000	-0.119668
9.400000	-0.187492
9.450000	-0.253849
9.500000	-0.317910
9.550000	-0.378860
9.600000	-0.435917
9.650000	-0.488332
9.700000	-0.535408
9.750000	-0.576501
9.800000	-0.611036
9.850000	-0.638509
9.900000	-0.658496
9.950000	-0.670662
10.000000	-0.674761
10.050000	-0.670644
10.100000	-0.658262
10.150000	-0.637664
10.200000	-0.609003
10.250000	-0.572530
10.300000	-0.528597
10.350000	-0.477650
10.400000	-0.420228
10.450000	-0.356955
10.500000	-0.288534
10.550000	-0.215740
10.600000	-0.139412
10.650000	-0.060441
10.700000	0.020238
10.750000	0.101657
10.800000	0.182828
10.850000	0.262754
10.900000	0.340441
10.950000	0.414908
11.000000	0.485205
11.050000	0.550420
11.100000	0.609691
11.150000	0.662219
11.200000	0.707278
11.250000	0.744226
11.300000	0.772509
11.350000	0.791675
11.400000	0.801378
11.450000	0.801383
11.500000	0.791572
11.550000	0.771943
11.600000	0.742617
11.650000	0.703836
11.700000	0.655957
11.750000	0.599456
11.800000	0.534920
11.850000	0.463040
11.900000	0.384608
11.950000	0.300503
12.000000	0.211687
12.050000	0.119190
12.100000	0.024099
12.150000	-0.072451
12.200000	-0.169297
12.250000	-0.265255
12.300000	-0.359139
12.350000	-0.449774
12.400000	-0.536010
12.450000	-0.616735
12.500000	-0.690895
